Year_;Month_;Organization;Region;Country;Type;Spend;Leads Eligible - Total;Offline Spend per Leads Methodology;Offline Spend Real
2025;5;Open English Junior;LATAM;Panama;SEM-Brand;$ 52;18;$ 0.00;$ 0.00
2025;5;Open English Junior;LATAM;Panama;SEO;$ 0;4;$ 0.00;$ 0.00
2025;5;Open English Junior;LATAM;Panama;Direct;$ 0;2;$ 0.00;$ 0.00
2025;5;Open English Junior;LATAM;Panama;Agent Created;$ 0;1;$ 0.00;$ 0.00
2025;5;Open English Junior;LATAM;Panama;Mobile App;$ 0;9;$ 0.00;$ 0.00
2025;5;Open English Junior;LATAM;Panama;TV Cable;$ 417;0;$ 416.89;$ 0.00
2025;5;Open English Junior;LATAM;Paraguay;SEM-Brand;$ 1;14;$ 0.00;$ 0.00
2025;5;Open English Junior;LATAM;Paraguay;Desktop LP Login;$ 0;1;$ 0.00;$ 0.00
2025;5;Open English Junior;LATAM;Paraguay;Mobile App;$ 0;6;$ 0.00;$ 0.00
2025;5;Open English Junior;LATAM;Paraguay;TV Cable;$ 698;0;$ 697.90;$ 0.00
2025;5;Open English Junior;LATAM;Peru;SEM-Brand;$ 399;190;$ 0.00;$ 0.00
2025;5;Open English Junior;LATAM;Peru;SEO;$ 0;40;$ 0.00;$ 0.00
2025;5;Open English Junior;LATAM;Peru;Direct;$ 0;3;$ 0.00;$ 0.00
2025;5;Open English Junior;LATAM;Peru;Agent Created;$ 0;11;$ 0.00;$ 0.00
2025;5;Open English Junior;LATAM;Peru;Unknown;$ 0;5;$ 0.00;$ 0.00
2025;5;Open English Junior;LATAM;Peru;Mobile App;$ 0;29;$ 0.00;$ 0.00
2025;5;Open English Junior;LATAM;Peru;TV Cable;$ 4,996;0;$ 4,996.53;$ 0.00
2025;5;Open English Junior;LATAM;TV LATAM Excl Arg Mex;TV Cable;$ 0;0;$ 0.00;$ 53,512.36
2025;5;Open English Junior;LATAM;Uruguay;SEM-Brand;$ 110;18;$ 0.00;$ 0.00
2025;5;Open English Junior;LATAM;Uruguay;SEO;$ 0;2;$ 0.00;$ 0.00
2025;5;Open English Junior;LATAM;Uruguay;Direct;$ 0;1;$ 0.00;$ 0.00
2025;5;Open English Junior;LATAM;Uruguay;Mobile App;$ 0;4;$ 0.00;$ 0.00
2025;5;Open English Junior;LATAM;Uruguay;TV Cable;$ 781;0;$ 781.17;$ 0.00
2025;5;Open English Junior;US_PR;United States;SEM-Brand;$ 810;91;$ 0.00;$ 0.00
2025;5;Open English Junior;US_PR;United States;SEO;$ 0;21;$ 0.00;$ 0.00
2025;5;Open English Junior;US_PR;United States;Direct;$ 0;6;$ 0.00;$ 0.00
2025;5;Open English Junior;US_PR;United States;Agent Created;$ 0;18;$ 0.00;$ 0.00
2025;5;Open English Junior;US_PR;United States;Unknown;$ 0;7;$ 0.00;$ 0.00
2025;5;Open English Junior;US_PR;United States;Mobile App;$ 0;28;$ 0.00;$ 0.00
2025;6;OE;Brazil;Brazil;SEM-Brand;$ 70,406;6,887;$ 0.00;$ 0.00
2025;6;OE;Brazil;Brazil;SEO;$ 0;2,598;$ 0.00;$ 0.00
2025;6;OE;Brazil;Brazil;Direct;$ 0;523;$ 0.00;$ 0.00
2025;6;OE;Brazil;Brazil;Agent Created;$ 0;200;$ 0.00;$ 0.00
2025;6;OE;Brazil;Brazil;Unknown;$ 0;284;$ 0.00;$ 0.00
2025;6;OE;Brazil;Brazil;BrandLift Media;$ 10,830;45;$ 0.00;$ 0.00
2025;6;OE;Brazil;Brazil;ChatGPT;$ 0;46;$ 0.00;$ 0.00
2025;6;OE;Brazil;Brazil;Copilot;$ 0;1;$ 0.00;$ 0.00
2025;6;OE;Brazil;Brazil;Desktop LP Login;$ 0;70;$ 0.00;$ 0.00
2025;6;OE;Brazil;Brazil;Mobile App;$ 0;473;$ 0.00;$ 0.00
2025;6;OE;Brazil;Brazil;TV Cable;$ 281,942;0;$ 281,942.44;$ 281,942.44
2025;6;OE;LATAM;Argentina;SEM-Brand;$ 5,912;1,601;$ 0.00;$ 0.00
2025;6;OE;LATAM;Argentina;SEO;$ 0;521;$ 0.00;$ 0.00
2025;6;OE;LATAM;Argentina;Direct;$ 0;133;$ 0.00;$ 0.00
2025;6;OE;LATAM;Argentina;Agent Created;$ 0;50;$ 0.00;$ 0.00
2025;6;OE;LATAM;Argentina;Unknown;$ 0;104;$ 0.00;$ 0.00
2025;6;OE;LATAM;Argentina;ChatGPT;$ 0;8;$ 0.00;$ 0.00
2025;6;OE;LATAM;Argentina;Desktop LP Login;$ 0;7;$ 0.00;$ 0.00
2025;6;OE;LATAM;Argentina;Mobile App;$ 0;219;$ 0.00;$ 0.00
2025;6;OE;LATAM;Argentina;TV Cable;$ 75,440;0;$ 75,440.21;$ 69,492.30
2025;6;OE;LATAM;Bolivia;SEM-Brand;$ 542;93;$ 0.00;$ 0.00
2025;6;OE;LATAM;Bolivia;SEO;$ 0;26;$ 0.00;$ 0.00
2025;6;OE;LATAM;Bolivia;Direct;$ 0;5;$ 0.00;$ 0.00
2025;6;OE;LATAM;Bolivia;Unknown;$ 0;5;$ 0.00;$ 0.00
2025;6;OE;LATAM;Bolivia;Mobile App;$ 0;20;$ 0.00;$ 0.00
2025;6;OE;LATAM;Bolivia;TV Cable;$ 3,719;0;$ 3,719.00;$ 0.00
2025;6;OE;LATAM;Chile;SEM-Brand;$ 23,618;1,339;$ 0.00;$ 0.00
2025;6;OE;LATAM;Chile;SEO;$ 0;194;$ 0.00;$ 0.00
2025;6;OE;LATAM;Chile;Direct;$ 0;94;$ 0.00;$ 0.00
2025;6;OE;LATAM;Chile;Agent Created;$ 0;37;$ 0.00;$ 0.00
2025;6;OE;LATAM;Chile;Unknown;$ 0;60;$ 0.00;$ 0.00
2025;6;OE;LATAM;Chile;ChatGPT;$ 0;7;$ 0.00;$ 0.00
2025;6;OE;LATAM;Chile;Desktop LP Login;$ 0;2;$ 0.00;$ 0.00
2025;6;OE;LATAM;Chile;Mobile App;$ 0;79;$ 0.00;$ 0.00
2025;6;OE;LATAM;Chile;TV Cable;$ 50,010;0;$ 50,010.06;$ 0.00
2025;6;OE;LATAM;Colombia;SEM-Brand;$ 40,189;3,712;$ 0.00;$ 0.00
2025;6;OE;LATAM;Colombia;SEO;$ 0;506;$ 0.00;$ 0.00
2025;6;OE;LATAM;Colombia;Direct;$ 0;143;$ 0.00;$ 0.00
2025;6;OE;LATAM;Colombia;Agent Created;$ 0;148;$ 0.00;$ 0.00
2025;6;OE;LATAM;Colombia;Unknown;$ 0;212;$ 0.00;$ 0.00
2025;6;OE;LATAM;Colombia;ChatGPT;$ 0;5;$ 0.00;$ 0.00
2025;6;OE;LATAM;Colombia;Copilot;$ 0;1;$ 0.00;$ 0.00
2025;6;OE;LATAM;Colombia;Desktop LP Login;$ 0;8;$ 0.00;$ 0.00
2025;6;OE;LATAM;Colombia;Mobile App;$ 0;484;$ 0.00;$ 0.00
2025;6;OE;LATAM;Colombia;TV Cable;$ 121,612;0;$ 121,611.52;$ 0.00
2025;6;OE;LATAM;Costa Rica;SEM-Brand;$ 3,075;190;$ 0.00;$ 0.00
2025;6;OE;LATAM;Costa Rica;SEO;$ 0;36;$ 0.00;$ 0.00
2025;6;OE;LATAM;Costa Rica;Direct;$ 0;21;$ 0.00;$ 0.00
2025;6;OE;LATAM;Costa Rica;Agent Created;$ 0;7;$ 0.00;$ 0.00
2025;6;OE;LATAM;Costa Rica;Unknown;$ 0;30;$ 0.00;$ 0.00
2025;6;OE;LATAM;Costa Rica;ChatGPT;$ 0;2;$ 0.00;$ 0.00
2025;6;OE;LATAM;Costa Rica;Desktop LP Login;$ 0;1;$ 0.00;$ 0.00
2025;6;OE;LATAM;Costa Rica;Mobile App;$ 0;46;$ 0.00;$ 0.00
2025;6;OE;LATAM;Costa Rica;TV Cable;$ 10,896;0;$ 10,896.02;$ 0.00
2025;6;OE;LATAM;Dominican Republic;SEM-Brand;$ 1,744;242;$ 0.00;$ 0.00
2025;6;OE;LATAM;Dominican Republic;SEO;$ 0;74;$ 0.00;$ 0.00
2025;6;OE;LATAM;Dominican Republic;Direct;$ 0;21;$ 0.00;$ 0.00
2025;6;OE;LATAM;Dominican Republic;Agent Created;$ 0;5;$ 0.00;$ 0.00
2025;6;OE;LATAM;Dominican Republic;Unknown;$ 0;18;$ 0.00;$ 0.00
2025;6;OE;LATAM;Dominican Republic;ChatGPT;$ 0;1;$ 0.00;$ 0.00
2025;6;OE;LATAM;Dominican Republic;Desktop LP Login;$ 0;4;$ 0.00;$ 0.00
2025;6;OE;LATAM;Dominican Republic;Mobile App;$ 0;142;$ 0.00;$ 0.00
2025;6;OE;LATAM;Dominican Republic;TV Cable;$ 12,921;0;$ 12,921.07;$ 0.00
2025;6;OE;LATAM;Ecuador;SEM-Brand;$ 3,075;280;$ 0.00;$ 0.00
2025;6;OE;LATAM;Ecuador;SEO;$ 0;109;$ 0.00;$ 0.00
2025;6;OE;LATAM;Ecuador;Direct;$ 0;92;$ 0.00;$ 0.00
2025;6;OE;LATAM;Ecuador;Agent Created;$ 0;9;$ 0.00;$ 0.00
2025;6;OE;LATAM;Ecuador;Unknown;$ 0;35;$ 0.00;$ 0.00
2025;6;OE;LATAM;Ecuador;ChatGPT;$ 0;1;$ 0.00;$ 0.00
2025;6;OE;LATAM;Ecuador;Desktop LP Login;$ 0;3;$ 0.00;$ 0.00
2025;6;OE;LATAM;Ecuador;Mobile App;$ 0;103;$ 0.00;$ 0.00
2025;6;OE;LATAM;Ecuador;TV Cable;$ 16,016;0;$ 16,015.71;$ 0.00
2025;6;OE;LATAM;El Salvador;SEM-Brand;$ 1,376;136;$ 0.00;$ 0.00
2025;6;OE;LATAM;El Salvador;SEO;$ 0;54;$ 0.00;$ 0.00
2025;6;OE;LATAM;El Salvador;Direct;$ 0;21;$ 0.00;$ 0.00
2025;6;OE;LATAM;El Salvador;Agent Created;$ 0;4;$ 0.00;$ 0.00
2025;6;OE;LATAM;El Salvador;Unknown;$ 0;14;$ 0.00;$ 0.00
2025;6;OE;LATAM;El Salvador;ChatGPT;$ 0;1;$ 0.00;$ 0.00
2025;6;OE;LATAM;El Salvador;Mobile App;$ 0;56;$ 0.00;$ 0.00
2025;6;OE;LATAM;El Salvador;TV Cable;$ 7,182;0;$ 7,182.02;$ 0.00
2025;6;OE;LATAM;Guatemala;SEM-Brand;$ 2,706;361;$ 0.00;$ 0.00
2025;6;OE;LATAM;Guatemala;SEO;$ 0;47;$ 0.00;$ 0.00
2025;6;OE;LATAM;Guatemala;Direct;$ 0;29;$ 0.00;$ 0.00
2025;6;OE;LATAM;Guatemala;Agent Created;$ 0;11;$ 0.00;$ 0.00
2025;6;OE;LATAM;Guatemala;Unknown;$ 0;29;$ 0.00;$ 0.00
2025;6;OE;LATAM;Guatemala;ChatGPT;$ 0;1;$ 0.00;$ 0.00
2025;6;OE;LATAM;Guatemala;Desktop LP Login;$ 0;1;$ 0.00;$ 0.00
2025;6;OE;LATAM;Guatemala;Mobile App;$ 0;131;$ 0.00;$ 0.00
2025;6;OE;LATAM;Guatemala;TV Cable;$ 16,307;0;$ 16,307.13;$ 0.00
2025;6;OE;LATAM;Honduras;SEM-Brand;$ 922;192;$ 0.00;$ 0.00
2025;6;OE;LATAM;Honduras;SEO;$ 0;22;$ 0.00;$ 0.00
2025;6;OE;LATAM;Honduras;Direct;$ 0;19;$ 0.00;$ 0.00
2025;6;OE;LATAM;Honduras;Agent Created;$ 0;8;$ 0.00;$ 0.00
2025;6;OE;LATAM;Honduras;Unknown;$ 0;16;$ 0.00;$ 0.00
2025;6;OE;LATAM;Honduras;Desktop LP Login;$ 0;1;$ 0.00;$ 0.00
2025;6;OE;LATAM;Honduras;Mobile App;$ 0;69;$ 0.00;$ 0.00
2025;6;OE;LATAM;Honduras;TV Cable;$ 8,740;0;$ 8,739.77;$ 0.00
2025;6;OE;LATAM;Mexico;SEM-Brand;$ 56,246;5,795;$ 0.00;$ 0.00
2025;6;OE;LATAM;Mexico;SEO;$ 0;1,007;$ 0.00;$ 0.00
2025;6;OE;LATAM;Mexico;Direct;$ 0;427;$ 0.00;$ 0.00
2025;6;OE;LATAM;Mexico;Agent Created;$ 0;153;$ 0.00;$ 0.00
2025;6;OE;LATAM;Mexico;Unknown;$ 0;472;$ 0.00;$ 0.00
2025;6;OE;LATAM;Mexico;BrandLift Media;$ 19,768;0;$ 0.00;$ 0.00
2025;6;OE;LATAM;Mexico;ChatGPT;$ 0;18;$ 0.00;$ 0.00
2025;6;OE;LATAM;Mexico;Copilot;$ 0;1;$ 0.00;$ 0.00
2025;6;OE;LATAM;Mexico;Desktop LP Login;$ 0;20;$ 0.00;$ 0.00
2025;6;OE;LATAM;Mexico;Mobile App;$ 0;936;$ 0.00;$ 0.00
2025;6;OE;LATAM;Mexico;TV Cable;$ 146,592;0;$ 146,591.62;$ 140,932.94
2025;6;OE;LATAM;Nicaragua;SEM-Brand;$ 667;140;$ 0.00;$ 0.00
2025;6;OE;LATAM;Nicaragua;SEO;$ 0;12;$ 0.00;$ 0.00
2025;6;OE;LATAM;Nicaragua;Direct;$ 0;30;$ 0.00;$ 0.00
2025;6;OE;LATAM;Nicaragua;Agent Created;$ 0;1;$ 0.00;$ 0.00
2025;6;OE;LATAM;Nicaragua;Unknown;$ 0;9;$ 0.00;$ 0.00
2025;6;OE;LATAM;Nicaragua;Mobile App;$ 0;61;$ 0.00;$ 0.00
2025;6;OE;LATAM;Nicaragua;TV Cable;$ 7,477;0;$ 7,477.18;$ 0.00
2025;6;OE;LATAM;Panama;SEM-Brand;$ 819;154;$ 0.00;$ 0.00
2025;6;OE;LATAM;Panama;SEO;$ 0;42;$ 0.00;$ 0.00
2025;6;OE;LATAM;Panama;Direct;$ 0;24;$ 0.00;$ 0.00
2025;6;OE;LATAM;Panama;Agent Created;$ 0;4;$ 0.00;$ 0.00
2025;6;OE;LATAM;Panama;Unknown;$ 0;10;$ 0.00;$ 0.00
2025;6;OE;LATAM;Panama;ChatGPT;$ 0;2;$ 0.00;$ 0.00
2025;6;OE;LATAM;Panama;Mobile App;$ 0;37;$ 0.00;$ 0.00
2025;6;OE;LATAM;Panama;TV Cable;$ 7,387;0;$ 7,386.99;$ 0.00
2025;6;OE;LATAM;Paraguay;SEM-Brand;$ 771;164;$ 0.00;$ 0.00
2025;6;OE;LATAM;Paraguay;SEO;$ 0;24;$ 0.00;$ 0.00
2025;6;OE;LATAM;Paraguay;Direct;$ 0;11;$ 0.00;$ 0.00
2025;6;OE;LATAM;Paraguay;Unknown;$ 0;5;$ 0.00;$ 0.00
2025;6;OE;LATAM;Paraguay;ChatGPT;$ 0;1;$ 0.00;$ 0.00
2025;6;OE;LATAM;Paraguay;Copilot;$ 0;1;$ 0.00;$ 0.00
2025;6;OE;LATAM;Paraguay;Mobile App;$ 0;21;$ 0.00;$ 0.00
2025;6;OE;LATAM;Paraguay;TV Cable;$ 4,105;0;$ 4,105.10;$ 0.00
2025;6;OE;LATAM;Peru;SEM-Brand;$ 8,261;1,029;$ 0.00;$ 0.00
2025;6;OE;LATAM;Peru;SEO;$ 0;290;$ 0.00;$ 0.00
2025;6;OE;LATAM;Peru;Direct;$ 0;63;$ 0.00;$ 0.00
2025;6;OE;LATAM;Peru;Agent Created;$ 0;23;$ 0.00;$ 0.00
2025;6;OE;LATAM;Peru;Unknown;$ 0;79;$ 0.00;$ 0.00
2025;6;OE;LATAM;Peru;ChatGPT;$ 0;8;$ 0.00;$ 0.00
2025;6;OE;LATAM;Peru;Desktop LP Login;$ 0;2;$ 0.00;$ 0.00
2025;6;OE;LATAM;Peru;Mobile App;$ 0;131;$ 0.00;$ 0.00
2025;6;OE;LATAM;Peru;TV Cable;$ 28,398;0;$ 28,398.38;$ 0.00
2025;6;OE;LATAM;TV LATAM Excl Arg Mex;TV Cable;$ 0;0;$ 0.00;$ 327,196.99
2025;6;OE;LATAM;Uruguay;SEM-Brand;$ 1,334;327;$ 0.00;$ 0.00
2025;6;OE;LATAM;Uruguay;SEO;$ 0;26;$ 0.00;$ 0.00
2025;6;OE;LATAM;Uruguay;Direct;$ 0;43;$ 0.00;$ 0.00
2025;6;OE;LATAM;Uruguay;Agent Created;$ 0;2;$ 0.00;$ 0.00
2025;6;OE;LATAM;Uruguay;Unknown;$ 0;10;$ 0.00;$ 0.00
2025;6;OE;LATAM;Uruguay;Mobile App;$ 0;13;$ 0.00;$ 0.00
2025;6;OE;LATAM;Uruguay;TV Cable;$ 8,795;0;$ 8,794.91;$ 0.00
2025;6;OE;US_PR;United States;SEM-Brand;$ 98,724;2,004;$ 0.00;$ 0.00
2025;6;OE;US_PR;United States;SEO;$ 0;331;$ 0.00;$ 0.00
2025;6;OE;US_PR;United States;Direct;$ 0;242;$ 0.00;$ 0.00
2025;6;OE;US_PR;United States;Agent Created;$ 0;241;$ 0.00;$ 0.00
2025;6;OE;US_PR;United States;Unknown;$ 0;196;$ 0.00;$ 0.00
2025;6;OE;US_PR;United States;ChatGPT;$ 0;9;$ 0.00;$ 0.00
2025;6;OE;US_PR;United States;Copilot;$ 0;1;$ 0.00;$ 0.00
2025;6;OE;US_PR;United States;Desktop LP Login;$ 0;15;$ 0.00;$ 0.00
2025;6;OE;US_PR;United States;Mobile App;$ 0;992;$ 0.00;$ 0.00
2025;6;Open English Junior;Brazil;Brazil;SEM-Brand;$ 2,480;1,005;$ 0.00;$ 0.00
2025;6;Open English Junior;Brazil;Brazil;SEO;$ 0;305;$ 0.00;$ 0.00
2025;6;Open English Junior;Brazil;Brazil;Direct;$ 0;190;$ 0.00;$ 0.00
2025;6;Open English Junior;Brazil;Brazil;Agent Created;$ 0;38;$ 0.00;$ 0.00
2025;6;Open English Junior;Brazil;Brazil;Unknown;$ 0;17;$ 0.00;$ 0.00
2025;6;Open English Junior;Brazil;Brazil;BrandLift Media;$ 0;1;$ 0.00;$ 0.00
2025;6;Open English Junior;Brazil;Brazil;ChatGPT;$ 0;8;$ 0.00;$ 0.00
2025;6;Open English Junior;Brazil;Brazil;Mobile App;$ 0;45;$ 0.00;$ 0.00
2025;6;Open English Junior;Brazil;Brazil;TV Cable;$ 41,393;0;$ 41,392.62;$ 41,392.62
2025;6;Open English Junior;LATAM;Argentina;SEM-Brand;$ 355;187;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Argentina;SEO;$ 0;40;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Argentina;Direct;$ 0;24;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Argentina;Agent Created;$ 0;11;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Argentina;Unknown;$ 0;0;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Argentina;Mobile App;$ 0;45;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Argentina;TV Cable;$ 8,120;0;$ 8,119.49;$ 6,287.89
2025;6;Open English Junior;LATAM;Bolivia;SEM-Brand;$ 99;8;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Bolivia;SEO;$ 0;4;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Bolivia;Direct;$ 0;3;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Bolivia;Mobile App;$ 0;1;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Bolivia;TV Cable;$ 511;0;$ 511.49;$ 0.00
2025;6;Open English Junior;LATAM;Chile;SEM-Brand;$ 2,237;307;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Chile;SEO;$ 0;49;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Chile;Direct;$ 0;33;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Chile;Agent Created;$ 0;12;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Chile;Unknown;$ 0;7;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Chile;ChatGPT;$ 0;0;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Chile;Mobile App;$ 0;12;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Chile;TV Cable;$ 11,236;0;$ 11,236.37;$ 0.00
2025;6;Open English Junior;LATAM;Colombia;SEM-Brand;$ 2,570;736;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Colombia;SEO;$ 0;118;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Colombia;Direct;$ 0;72;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Colombia;Agent Created;$ 0;42;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Colombia;Unknown;$ 0;18;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Colombia;ChatGPT;$ 0;1;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Colombia;Desktop LP Login;$ 0;1;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Colombia;Mobile App;$ 0;133;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Colombia;TV Cable;$ 22,153;0;$ 22,152.73;$ 0.00
2025;6;Open English Junior;LATAM;Costa Rica;SEM-Brand;$ 77;26;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Costa Rica;SEO;$ 0;5;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Costa Rica;Direct;$ 0;8;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Costa Rica;Agent Created;$ 0;2;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Costa Rica;Unknown;$ 0;1;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Costa Rica;Mobile App;$ 0;10;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Costa Rica;TV Cable;$ 651;0;$ 650.82;$ 0.00
2025;6;Open English Junior;LATAM;Dominican Republic;SEM-Brand;$ 112;34;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Dominican Republic;SEO;$ 0;7;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Dominican Republic;Direct;$ 0;12;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Dominican Republic;Agent Created;$ 0;1;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Dominican Republic;Unknown;$ 0;1;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Dominican Republic;ChatGPT;$ 0;1;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Dominican Republic;Mobile App;$ 0;30;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Dominican Republic;TV Cable;$ 1,061;0;$ 1,061.26;$ 0.00
2025;6;Open English Junior;LATAM;Ecuador;SEM-Brand;$ 197;64;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Ecuador;SEO;$ 0;17;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Ecuador;Direct;$ 0;21;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Ecuador;Agent Created;$ 0;7;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Ecuador;Unknown;$ 0;2;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Ecuador;ChatGPT;$ 0;1;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Ecuador;Desktop LP Login;$ 0;1;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Ecuador;Mobile App;$ 0;26;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Ecuador;TV Cable;$ 2,020;0;$ 2,019.84;$ 0.00
2025;6;Open English Junior;LATAM;El Salvador;SEM-Brand;$ 85;18;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;El Salvador;SEO;$ 0;9;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;El Salvador;Direct;$ 0;6;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;El Salvador;Mobile App;$ 0;9;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;El Salvador;TV Cable;$ 490;0;$ 489.83;$ 0.00
2025;6;Open English Junior;LATAM;Guatemala;SEM-Brand;$ 243;40;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Guatemala;SEO;$ 0;8;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Guatemala;Direct;$ 0;30;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Guatemala;Agent Created;$ 0;2;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Guatemala;Unknown;$ 0;1;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Guatemala;Mobile App;$ 0;29;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Guatemala;TV Cable;$ 1,134;0;$ 1,133.80;$ 0.00
2025;6;Open English Junior;LATAM;Honduras;SEM-Brand;$ 48;23;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Honduras;SEO;$ 0;5;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Honduras;Direct;$ 0;7;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Honduras;Agent Created;$ 0;1;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Honduras;Unknown;$ 0;2;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Honduras;ChatGPT;$ 0;0;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Honduras;Mobile App;$ 0;22;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Honduras;TV Cable;$ 647;0;$ 647.40;$ 0.00
2025;6;Open English Junior;LATAM;Mexico;SEM-Brand;$ 1,211;528;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Mexico;SEO;$ 0;68;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Mexico;Direct;$ 0;54;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Mexico;Agent Created;$ 0;17;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Mexico;Unknown;$ 0;19;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Mexico;Desktop LP Login;$ 0;1;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Mexico;Mobile App;$ 0;73;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Mexico;TV Cable;$ 13,174;0;$ 13,173.89;$ 12,870.74
2025;6;Open English Junior;LATAM;Nicaragua;SEM-Brand;$ 34;15;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Nicaragua;SEO;$ 0;0;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Nicaragua;Direct;$ 0;4;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Nicaragua;Agent Created;$ 0;1;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Nicaragua;Unknown;$ 0;1;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Nicaragua;Mobile App;$ 0;13;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Nicaragua;TV Cable;$ 500;0;$ 500.11;$ 0.00
2025;6;Open English Junior;LATAM;Panama;SEM-Brand;$ 76;20;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Panama;SEO;$ 0;4;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Panama;Direct;$ 0;2;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Panama;Unknown;$ 0;0;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Panama;Mobile App;$ 0;6;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Panama;TV Cable;$ 428;0;$ 428.17;$ 0.00
2025;6;Open English Junior;LATAM;Paraguay;SEM-Brand;$ 1;16;$ 0.00;$ 0.00
2025;6;Open English Junior;LATAM;Paraguay;SEO;$ 0;2;$ 0.00;$ 0.00
